sourceName,targetName,rawPercent,weight,sourceRef,confidence,include,note
삼성생명보험,삼성중공업,2.9,0.029,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성생명보험,삼성글로벌리서치,14.8,0.148,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성생명보험,삼성에프앤위탁관리부동산투자회사,19.5,0.195,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성생명보험,삼성에스알에이자산운용,100.0,1.0,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성생명보험,삼성생명금융서비스,100.0,1.0,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성생명보험,삼성자산운용,100.0,1.0,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성생명보험,삼성생명서비스손해사정,99.8,0.998,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성전자,삼성디스플레이,84.8,0.848,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성전자,삼성바이오로직스,31.2,0.312,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성전자,제일기획,25.2,0.252,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성전자,삼성전기,22.8,0.228,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성전자,삼성에스디에스,22.6,0.226,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성전자,삼성에스디아이,19.1,0.191,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성전자,삼성벤처투자,16.3,0.163,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성전자,삼성중공업,15.2,0.152,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성전자,삼성글로벌리서치,29.8,0.298,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성전자,호텔신라,5.0,0.05,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성전자,미라콤아이앤씨,0.6,0.006,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성전자,에스코어,0.6,0.006,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성전자,삼성메디슨,68.5,0.685,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성전자,세메스,91.5,0.915,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성전자,스테코,70.0,0.7,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성전자,희망별숲,100.0,1.0,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성전자,삼성전자판매,100.0,1.0,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성전자,삼성전자서비스,99.3,0.993,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성전자,삼성전자로지텍,100.0,1.0,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성전자,삼성전자서비스씨에스,100.0,1.0,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성화재해상보험,삼성글로벌리서치,29.6,0.296,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성화재해상보험,삼성에프앤위탁관리부동산투자회사,18.7,0.187,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성화재해상보험,삼성벤처투자,17.0,0.17,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성화재해상보험,삼성전자,1.3,0.013,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성화재해상보험,에스원,1.0,0.01,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성화재해상보험,삼성화재금융서비스보험대리점,100.0,1.0,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성화재해상보험,삼성화재서비스손해사정,100.0,1.0,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성화재해상보험,삼성화재애니카손해사정,100.0,1.0,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성에스디아이,삼성디스플레이,15.2,0.152,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성에스디아이,삼성글로벌리서치,23.8,0.238,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성에스디아이,삼성이앤에이,11.7,0.117,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성에스디아이,에스원,11.0,0.11,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성에스디아이,삼성중공업,0.4,0.004,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성에스디아이,호텔신라,0.1,0.001,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성에스디아이,에스티엠,100.0,1.0,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성에스디아이,에스디플렉스,50.0,0.5,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성에스디에스,미라콤아이앤씨,83.6,0.836,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성에스디에스,에스코어,81.8,0.818,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성에스디에스,시큐아이,56.5,0.565,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성에스디에스,멀티캠퍼스,47.2,0.472,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성에스디에스,씨브이네트,40.1,0.401,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성에스디에스,에스원,9.2,0.092,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성에스디에스,오픈핸즈,100.0,1.0,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성전기,삼성벤처투자,17.0,0.17,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성전기,삼성중공업,2.1,0.021,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성중공업,삼성벤처투자,16.7,0.167,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성중공업,삼성글로벌리서치,1.0,0.01,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성중공업,삼성에프앤위탁관리부동산투자회사,0.7,0.007,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성카드,에스원,1.9,0.019,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성카드,삼성카드고객서비스,100.0,1.0,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성증권,호텔신라,3.0,0.03,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성증권,삼성에프앤위탁관리부동산투자회사,0.4,0.004,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성증권,삼성선물,100.0,1.0,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
호텔신라,에이치디씨신라면세점,50.0,0.5,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
호텔신라,신라에이치엠,100.0,1.0,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
호텔신라,에스비티엠,100.0,1.0,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
호텔신라,에스에이치피코퍼레이션,100.0,1.0,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
에스원,씨브이네트,9.4,0.094,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
에스원,미라콤아이앤씨,5.4,0.054,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
에스원,에스코어,5.2,0.052,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
에스원,호텔신라,1.3,0.013,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
에스원,에스원씨알엠,100.0,1.0,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
에스원,휴먼티에스에스,100.0,1.0,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
제일기획,삼성라이온즈,67.5,0.675,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
제일기획,수원삼성축구단,100.0,1.0,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성디스플레이,삼성코닝어드밴스드글라스,50.0,0.5,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성디스플레이,삼성에스유머티리얼스,50.0,0.5,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성글로벌리서치,멀티캠퍼스,15.2,0.152,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성바이오로직스,삼성바이오에피스,100.0,1.0,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성자산운용,삼성헤지자산운용,100.0,1.0,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
삼성자산운용,삼성액티브자산운용,100.0,1.0,FTC 2025 붙임3 삼성 소유지분도 / Gemini image analysis,medium,false,"PDF 기반 추출 후보, 추가 검증 필요"
